filename,width,height,class,xmin,xmax,ymin,ymax
201806301409_037,38,22,Miscboat,402,440,257,279
201806301409_038,68,43,Miscboat,313,381,247,290
201806301409_039,124,96,Miscboat,130,254,216,312
201806301409_037,15,15,Passengership,526,541,252,267
201806301409_038,16,16,Passengership,508,524,253,269
201806301409_039,18,18,Passengership,466,484,252,270
201806301409_040,49,20,Passengership,378,427,262,282
201806301409_041,81,31,Passengership,313,394,266,297
201806301409_035,23,10,Passengership,643,666,250,260
201806301409_036,25,11,Passengership,534,559,251,262
201806301409_037,18,15,Passengership,544,562,252,267
201806301409_038,39,15,Passengership,514,553,257,272
201806301409_039,43,16,Passengership,474,517,255,271
201806301409_040,38,17,Passengership,429,467,260,277
201806301409_041,47,38,Passengership,396,443,252,290
201806301409_037,37,21,Ferry,641,678,247,268
201806301409_038,41,23,Ferry,850,891,248,271
201806301409_039,45,25,Ferry,927,972,249,274
201806301409_040,62,30,Ferry,953,1015,256,286
201806301409_041,87,42,Ferry,1072,1159,259,301
201806301409_042,162,55,Ferry,571,733,260,315
201806301409_043,243,89,Ferry,364,607,275,364
201806301409_047,56,36,Miscboat,867,923,252,288
201806301409_048,67,81,Miscboat,852,919,218,299
201806301409_049,110,70,Miscboat,933,1043,245,315
201806301409_051,54,18,Boat,106,160,286,304
201806301409_052,51,29,Boat,0,51,297,326
201806301409_048,13,10,Boat,381,394,264,274
201806301409_049,17,12,Boat,343,360,264,276
201806301409_050,17,13,Boat,311,328,271,284
201806301409_051,19,9,Boat,282,301,279,288
201806301409_051,46,56,Miscboat,563,609,228,284
201806301409_052,79,64,Miscboat,667,746,231,295
201806301409_053,208,199,Miscboat,752,960,162,361
201806301409_055,138,368,Sailboat,959,1097,14,382
201806301409_052,44,85,Sailboat,238,282,208,293
201806301409_053,67,179,Sailboat,117,184,138,317
201806301409_053,34,29,Motorboat,641,675,267,296
201806301409_054,52,66,Motorboat,816,868,265,331
201806301409_055,104,127,Boat,1170,1274,356,483
201806301409_053,31,24,Boat,657,688,278,302
201806301409_054,75,49,Boat,870,945,314,363
201806301409_052,68,81,Sailboat,291,359,206,287
201806301409_053,49,121,Sailboat,213,262,178,299
201806301409_053,73,30,Motorboat,224,297,262,292
201806301409_054,105,43,Motorboat,147,252,270,313
201806301409_053,66,93,Sailboat,265,331,193,286
201806301409_054,79,110,Sailboat,321,400,178,288
201806301409_055,35,124,Sailboat,338,373,170,294
201806301409_052,58,104,Sailboat,173,231,202,306
201806301409_053,89,158,Sailboat,27,116,160,318
201806301409_054,107,336,Sailboat,0,107,24,360
201806301409_048,29,7,Ferry,440,469,261,268
201806301409_049,32,8,Ferry,421,453,261,269
201806301409_050,35,9,Ferry,398,433,260,269
201806301409_051,47,15,Ferry,406,453,256,271
201806301409_052,52,16,Ferry,442,494,257,273
201806301409_053,39,79,Sailboat,362,401,201,280
201806301409_054,53,108,Sailboat,409,462,181,289
201806301409_055,33,60,Sailboat,436,469,226,286
201806301409_056,77,104,Sailboat,115,192,206,310
201806301409_054,42,243,Sailboat,775,817,68,311
201806301409_055,88,258,Sailboat,788,876,50,308
201806301409_056,63,59,Passengership,732,795,227,286
201806301409_057,108,101,Passengership,768,876,207,308
201806301409_058,261,227,Passengership,1017,1278,172,399
201806301409_055,70,293,Sailboat,868,938,27,320
201806301409_056,238,163,Passengership,834,1072,155,318
201806301409_057,207,417,Passengership,1074,1281,1,418
201806301409_052,35,83,Sailboat,595,630,192,275
201806301409_053,47,110,Sailboat,596,643,171,281
201806301409_054,47,164,Sailboat,707,754,125,289
201806301409_055,39,21,Miscboat,483,522,252,273
201806301409_056,37,33,Miscboat,246,283,261,294
201806301409_057,99,49,Miscboat,96,195,260,309
201806301409_057,37,72,Miscboat,722,759,214,286
201806301409_058,71,55,Miscboat,845,916,244,299
201806301409_059,165,131,Miscboat,1003,1168,213,344
201806301409_058,61,53,Miscboat,781,842,239,292
201806301409_059,71,69,Miscboat,844,915,231,300
201806301409_060,44,51,Miscboat,1087,1131,252,303
201806301409_059,46,34,Miscboat,800,846,248,282
201806301409_060,58,37,Miscboat,1019,1077,256,293
201806301409_061,116,56,Miscboat,1150,1266,266,322
201806301409_055,24,15,Boat,761,785,272,287
201806301409_056,26,26,Boat,562,588,280,306
201806301409_057,36,22,Boat,448,484,290,312
201806301409_058,37,23,Boat,547,584,291,314
201806301409_059,39,28,Boat,630,669,294,322
201806301409_060,45,34,Boat,851,896,294,328
201806301409_061,46,33,Boat,922,968,303,336
201806301409_062,46,43,Boat,1226,1272,299,342
201806301409_064,39,34,Motorboat,1110,1149,248,282
201806301409_065,61,52,Motorboat,1216,1277,245,297
201806301409_058,16,9,Miscboat,513,529,260,269
201806301409_059,18,10,Miscboat,511,529,260,270
201806301409_060,20,11,Miscboat,639,659,257,268
201806301409_061,25,13,Miscboat,519,544,263,276
201806301409_062,30,13,Miscboat,600,630,261,274
201806301409_063,38,21,Miscboat,497,535,263,284
201806301409_064,55,25,Miscboat,443,498,266,291
201806301409_065,78,43,Miscboat,341,419,267,310
201806301409_058,14,9,Miscboat,587,601,256,265
201806301409_059,15,10,Miscboat,595,610,255,265
201806301409_060,16,11,Miscboat,732,748,252,263
201806301409_061,18,16,Miscboat,632,650,252,268
201806301409_062,51,17,Miscboat,700,751,251,268
201806301409_063,34,32,Miscboat,621,655,242,274
201806301409_064,45,24,Miscboat,604,649,252,276
201806301409_065,52,43,Miscboat,565,617,242,285
201806301409_066,69,54,Miscboat,358,427,249,303
201806301409_064,24,17,Miscboat,648,672,255,272
201806301409_065,26,21,Miscboat,616,642,257,278
201806301409_066,42,33,Miscboat,432,474,258,291
201806301409_058,18,8,Miscboat,567,585,257,265
201806301409_059,20,9,Miscboat,574,594,257,266
201806301409_060,22,10,Miscboat,709,731,253,263
201806301409_061,26,14,Miscboat,606,632,254,268
201806301409_052,54,105,Sailboat,113,167,202,307
201806301409_055,66,210,Sailboat,149,215,114,324
201806301409_055,89,203,Sailboat,56,145,121,324
201806301409_055,83,162,Sailboat,247,330,139,301
201806301409_056,101,68,Ferry,14,115,256,324
201806301409_018,17,16,Passengership,1068,1085,250,266
201806301409_058,90,102,Passengership,922,1012,223,325
201806301409_014,74,52,Boat,53,127,293,345
201806301409_052,20,11,Boat,633,653,272,283
201806301409_055,46,16,Boat,904,950,346,362
201806301409_019,58,24,Militaryship,1218,1276,252,276
201806301409_016,11,12,Miscboat,1006,1017,252,264
201806301409_026,18,20,Miscboat,1112,1130,253,273
201806301409_020,11,10,Miscboat,745,756,253,263
201806301409_023,37,14,Motorboat,1051,1088,253,267
201806301409_026,34,17,Motorboat,1004,1038,258,275
201806301409_026,22,12,Motorboat,950,972,261,273
201806301409_044,148,46,Miscboat,5,153,291,337
201806301409_046,163,121,Miscboat,250,413,251,372
201806301409_052,58,28,Motorboat,51,109,285,313
201806301409_059,50,57,Miscboat,928,978,251,308
201806301409_008,42,20,Miscboat,383,425,244,264
201806301409_045,70,55,Miscboat,429,499,252,307
201806301409_060,147,206,Miscboat,1133,1280,130,336
201806301409_000,15,20,Seamark,663,678,244,264
201806301409_003,5,11,Seamark,487,492,254,265
201806301409_017,3,12,Seamark,1038,1041,262,274
201806301409_016,5,25,Seamark,794,799,262,287
201806301409_018,41,133,Seamark,1138,1179,298,431
201806301409_020,7,41,Seamark,994,1001,274,315
201806301409_023,10,56,Seamark,1137,1147,257,313
201806301409_024,5,20,Seamark,1111,1116,267,287
201806301409_027,11,21,Seamark,1214,1225,268,289
201806301409_065,34,13,Motorboat,1070,1104,260,273
201806301439_003,44,17,Miscboat,11,55,262,279
201806301439_004,78,43,Miscboat,32,110,251,294
201806301439_003,46,12,Miscboat,59,105,260,272
201806301439_004,52,31,Miscboat,156,208,254,285
201806301439_003,39,18,Miscboat,108,147,254,272
201806301439_004,64,37,Miscboat,222,286,244,281
201806301439_005,109,61,Miscboat,12,121,240,301
201806301439_004,38,21,Miscboat,292,330,251,272
201806301439_005,66,53,Miscboat,126,192,236,289
201806301439_006,36,28,Miscboat,-1,35,270,298
201806301439_003,36,18,Miscboat,170,206,249,267
201806301439_004,52,30,Miscboat,338,390,245,275
201806301439_005,73,37,Miscboat,227,300,244,281
201806301439_006,109,37,Miscboat,104,213,252,289
201806301439_003,14,18,Passengership,210,224,244,262
201806301439_004,33,32,Passengership,390,423,237,269
201806301439_005,56,28,Passengership,300,356,244,272
201806301439_006,84,33,Passengership,220,304,246,279
201806301439_007,105,89,Passengership,7,112,218,307
201806301439_003,39,14,Miscboat,491,530,252,266
201806301439_004,45,31,Miscboat,745,790,247,278
201806301439_005,52,25,Miscboat,778,830,263,288
201806301439_006,60,34,Miscboat,843,903,266,300
201806301439_007,80,131,Sailboat,926,1006,183,314
201806301439_003,22,18,Passengership,228,250,244,262
201806301439_004,35,32,Passengership,423,458,236,268
201806301439_005,49,38,Passengership,361,410,233,271
201806301439_006,63,43,Passengership,313,376,233,276
201806301439_007,140,88,Passengership,132,272,207,295
201806301439_003,49,11,Ferry,357,406,250,261
201806301439_004,54,12,Ferry,633,687,256,268
201806301439_005,69,19,Ferry,678,747,253,272
201806301439_006,68,19,Ferry,737,805,257,276
201806301439_007,131,36,Ferry,814,945,261,297
201806301439_008,228,66,Ferry,956,1184,262,328
201806301439_003,24,16,Passengership,255,279,242,258
201806301439_004,44,25,Passengership,460,504,239,264
201806301439_005,48,22,Passengership,426,474,242,264
201806301439_006,55,29,Passengership,408,463,239,268
201806301439_007,107,47,Passengership,345,452,231,278
201806301439_008,174,64,Passengership,157,331,220,284
201806301439_009,93,74,Passengership,0,93,246,320
201806301439_006,15,9,Boat,524,539,253,262
201806301439_007,25,22,Boat,545,570,247,269
201806301439_008,23,20,Boat,521,544,250,270
201806301439_009,25,22,Boat,503,528,254,276
201806301439_010,25,16,Boat,356,381,266,282
201806301439_009,185,83,Sailboat,1096,1281,298,381
201806301439_010,132,383,Sailboat,1149,1281,1,384
201806301439_011,270,356,Sailboat,990,1260,8,364
201806301439_003,26,12,Boat,437,463,247,259
201806301439_004,80,19,Ferry,624,704,250,269
201806301439_007,61,113,Sailboat,756,817,174,287
201806301439_008,118,202,Sailboat,832,950,103,305
201806301439_009,171,280,Sailboat,955,1126,48,328
201806301439_010,106,201,Sailboat,971,1077,90,291
201806301439_011,128,242,Sailboat,897,1025,84,326
201806301439_012,186,66,Motorboat,1013,1199,321,387
201806301439_007,18,83,Sailboat,528,546,186,269
201806301439_008,41,108,Sailboat,482,523,163,271
201806301439_009,69,165,Sailboat,430,499,118,283
201806301439_009,46,19,Motorboat,817,863,268,287
201806301439_010,113,43,Motorboat,851,964,269,312
201806301439_007,15,10,Motorboat,557,572,256,266
201806301439_008,16,13,Motorboat,538,554,255,268
201806301439_009,9,15,Motorboat,532,541,257,272
201806301439_010,30,24,Motorboat,381,411,258,282
201806301439_011,73,50,Motorboat,43,116,259,309
201806301439_007,7,5,Boat,655,662,261,266
201806301439_008,11,5,Boat,642,653,263,268
201806301439_009,15,10,Boat,626,641,262,272
201806301439_010,43,14,Boat,448,491,264,278
201806301439_011,44,26,Boat,326,370,272,298
201806301439_011,91,165,Sailboat,810,901,138,303
201806301439_012,190,252,Sailboat,932,1122,98,350
201806301439_005,12,13,Motorboat,506,518,250,263
201806301439_006,18,13,Motorboat,500,518,251,264
201806301439_007,25,19,Motorboat,500,525,252,271
201806301439_008,34,21,Motorboat,448,482,252,273
201806301439_009,52,32,Motorboat,374,426,251,283
201806301439_010,95,77,Motorboat,-2,93,251,328
201806301439_009,7,9,Boat,668,675,255,264
201806301439_010,8,10,Boat,593,601,256,266
201806301439_011,25,17,Boat,474,499,257,274
201806301439_012,19,14,Boat,456,475,261,275
201806301439_013,39,21,Boat,352,391,272,293
201806301439_010,135,286,Sailboat,114,249,24,310
201806301439_012,132,78,Motorboat,4,136,270,348
201806301439_012,25,20,Miscboat,381,406,247,267
201806301439_013,27,23,Miscboat,354,381,246,269
201806301439_014,43,27,Miscboat,249,292,248,275
201806301439_012,17,14,Passengership,504,521,248,262
201806301439_013,31,25,Passengership,489,520,243,268
201806301439_014,56,41,Passengership,386,442,235,276
201806301439_012,15,12,Militaryship,620,635,250,262
201806301439_013,19,14,Militaryship,646,665,253,267
201806301439_014,20,16,Militaryship,652,672,250,266
201806301439_015,25,21,Militaryship,608,633,250,271
201806301439_014,20,13,Militaryship,671,691,255,268
201806301439_015,22,14,Militaryship,634,656,254,268
201806301439_016,32,25,Militaryship,723,755,258,283
201806301439_017,41,31,Militaryship,761,802,258,289
201806301439_018,68,53,Militaryship,808,876,260,313
201806301439_019,45,73,Militaryship,978,1023,216,289
201806301439_020,76,68,Militaryship,1061,1137,230,298
201806301439_021,159,88,Militaryship,942,1101,218,306
201806301439_022,260,170,Militaryship,915,1175,162,332
201806301439_023,168,159,Militaryship,1107,1275,198,357
201806301439_015,94,156,Sailboat,627,721,103,259
201806301439_016,107,197,Sailboat,727,834,69,266
201806301439_017,145,234,Sailboat,746,891,26,260
201806301439_018,149,271,Sailboat,789,938,2,273
201806301439_019,122,113,Miscboat,1128,1250,304,417
201806301439_016,21,15,Miscboat,697,718,257,272
201806301439_017,42,25,Miscboat,725,767,261,286
201806301439_018,65,36,Miscboat,750,815,267,303
201806301439_020,45,57,Motorboat,1145,1190,257,314
201806301439_021,108,60,Miscboat,1158,1266,281,341
201806301439_021,64,44,Militaryship,1094,1158,275,319
201806301439_022,76,69,Militaryship,1189,1265,282,351
201806301439_011,48,88,Sailboat,662,710,167,255
201806301439_012,64,118,Sailboat,635,699,146,264
201806301439_013,68,127,Sailboat,666,734,140,267
201806301439_014,78,125,Sailboat,676,754,130,255
201806301439_019,198,281,Sailboat,1034,1232,1,282
201806301439_020,139,331,Sailboat,1138,1277,8,339
201806301439_019,31,90,Cruiseship,948,979,190,280
201806301439_020,101,85,Cruiseship,997,1098,202,287
201806301439_021,130,97,Cruiseship,837,967,186,283
201806301439_022,164,198,Cruiseship,752,916,94,292
201806301439_023,276,187,Cruiseship,780,1056,127,314
201806301439_024,400,285,Cruiseship,881,1281,54,339
201806301439_025,363,398,Cruiseship,919,1282,1,399
201806301439_020,29,37,Militaryship,973,1002,239,276
201806301439_021,58,28,Militaryship,784,842,244,272
201806301439_022,64,38,Militaryship,691,755,233,271
201806301439_023,61,36,Militaryship,704,765,235,271
201806301439_024,72,45,Militaryship,752,824,236,281
201806301439_025,64,98,Militaryship,732,796,188,286
201806301439_026,102,73,Militaryship,792,894,222,295
201806301439_027,235,196,Militaryship,901,1136,159,355
201806301439_029,367,370,Militaryship,895,1262,16,386
201806301439_030,232,199,Militaryship,1049,1281,300,499
201806301439_023,23,24,Passengership,681,704,242,266
201806301439_024,32,32,Passengership,722,754,238,270
201806301439_025,43,43,Passengership,654,697,231,274
201806301439_026,42,87,Passengership,688,730,189,276
201806301439_027,83,79,Passengership,670,753,204,283
201806301439_025,48,85,Militaryship,685,733,194,279
201806301439_026,59,113,Militaryship,733,792,173,286
201806301439_027,171,208,Militaryship,744,915,106,314
201806301439_028,133,185,Militaryship,758,891,120,305
201806301439_029,82,78,Militaryship,905,987,234,312
201806301439_030,90,85,Militaryship,861,951,231,316
201806301439_031,200,271,Militaryship,939,1139,107,378
201806301439_032,296,240,Cargoship,965,1261,205,445
201806301439_031,92,16,Miscboat,277,369,249,265
201806301439_032,103,20,Miscboat,109,212,245,265
201806301439_035,87,30,Miscboat,175,262,241,271
201806301439_036,102,37,Miscboat,8,110,238,275
201806301439_034,4,10,Seamark,843,847,263,273
201806301439_035,8,18,Seamark,762,770,257,275
201806301439_036,7,16,Seamark,688,695,256,272
201806301439_037,6,15,Seamark,478,484,251,266
201806301439_038,4,17,Seamark,339,343,249,266
201806301439_039,8,25,Seamark,196,204,248,273
201806301439_034,62,66,Militaryship,550,612,204,270
201806301439_035,67,75,Militaryship,426,493,193,268
201806301439_036,72,45,Militaryship,310,382,220,265
201806301439_037,61,118,Militaryship,1,62,160,278
201806301439_033,79,28,Militaryship,838,917,243,271
201806301439_034,71,53,Militaryship,611,682,217,270
201806301439_035,111,78,Militaryship,467,578,188,266
201806301439_036,131,86,Militaryship,354,485,178,264
201806301439_037,162,109,Militaryship,63,225,160,269
201806301439_038,6,8,Miscboat,444,450,248,256
201806301439_039,19,15,Miscboat,380,399,242,257
201806301439_040,20,16,Miscboat,306,326,241,257
201806301439_041,18,15,Miscboat,232,250,243,258
201806301439_040,20,24,Passengership,286,306,240,264
201806301439_041,22,28,Passengership,126,148,239,267
201806301439_042,41,37,Passengership,22,63,241,278
201806301439_043,7,8,Seamark,297,304,253,261
201806301439_044,8,9,Seamark,246,254,253,262
201806301439_045,5,13,Seamark,167,172,253,266
201806301439_046,7,14,Seamark,111,118,252,266
201806301439_047,8,15,Seamark,127,135,251,266
201806301439_048,9,19,Seamark,89,98,250,269
201806301439_041,22,16,Militaryship,528,550,246,262
201806301439_042,24,18,Militaryship,607,631,247,265
201806301439_043,25,19,Militaryship,696,721,249,268
201806301439_044,32,22,Militaryship,719,751,249,271
201806301439_045,34,23,Militaryship,698,732,249,272
201806301439_046,42,28,Militaryship,699,741,245,273
201806301439_047,45,40,Militaryship,793,838,243,283
201806301439_041,19,12,Miscboat,258,277,246,258
201806301439_042,19,12,Miscboat,320,339,244,256
201806301439_043,19,10,Miscboat,394,413,246,256
201806301439_044,17,16,Miscboat,371,388,243,259
201806301439_045,19,13,Miscboat,313,332,246,259
201806301439_046,19,13,Miscboat,279,298,247,260
201806301439_047,32,15,Miscboat,326,358,244,259
201806301439_048,32,18,Miscboat,337,369,244,262
201806301439_049,32,21,Miscboat,187,219,244,265
201806301439_050,32,17,Miscboat,194,226,243,260
201806301439_051,32,19,Miscboat,8,40,250,269
201806301439_044,32,11,Miscboat,404,436,248,259
201806301439_045,35,12,Miscboat,349,384,249,261
201806301439_046,38,13,Miscboat,322,360,247,260
201806301439_047,31,13,Miscboat,369,400,249,262
201806301439_048,34,14,Miscboat,378,412,249,263
201806301439_049,37,15,Miscboat,224,261,246,261
201806301439_050,41,32,Miscboat,233,274,227,259
201806301439_051,43,23,Miscboat,70,113,248,271
201806301439_050,30,16,Miscboat,279,309,243,259
201806301439_051,30,14,Miscboat,132,162,253,267
201806301439_051,101,66,Militaryship,891,992,251,317
201806301439_052,186,244,Militaryship,1046,1232,129,373
201806301439_038,11,9,Passengership,486,497,248,257
201806301439_039,12,10,Passengership,430,442,246,256
201806301439_040,13,11,Passengership,359,372,245,256
201806301439_041,48,18,Passengership,290,338,240,258
201806301439_042,59,22,Passengership,351,410,238,260
201806301439_043,64,23,Passengership,423,487,237,260
201806301439_044,44,18,Passengership,436,480,240,258
201806301439_045,42,17,Passengership,385,427,240,257
201806301439_046,45,29,Passengership,360,405,236,265
201806301439_047,73,28,Passengership,403,476,234,262
201806301439_048,86,33,Passengership,413,499,231,264
201806301439_049,113,43,Passengership,258,371,222,265
201806301439_050,70,27,Passengership,311,381,231,258
201806301439_051,78,24,Passengership,172,250,242,266
201806301439_049,31,44,Sailboat,488,519,225,269
201806301439_050,36,51,Sailboat,528,564,215,266
201806301439_051,45,63,Sailboat,408,453,212,275
201806301439_052,45,87,Sailboat,328,373,184,271
201806301439_052,21,24,Motorboat,696,717,250,274
201806301439_053,24,22,Motorboat,559,583,253,275
201806301439_054,28,25,Motorboat,485,513,256,281
201806301439_053,38,17,Motorboat,964,1002,278,295
201806301439_054,99,30,Motorboat,485,584,286,316
201806301439_054,7,51,Seamark,1009,1016,294,345
201806301439_055,16,114,Seamark,1265,1281,328,442
201806301439_052,52,41,Sailboat,785,837,239,280
201806301439_053,68,119,Sailboat,672,740,163,282
201806301439_054,70,153,Sailboat,640,710,141,294
201806301439_055,135,214,Sailboat,453,588,94,308
201806301439_010,39,168,Sailboat,312,351,121,289
201806301439_031,56,81,Sailboat,123,179,168,249
201806301439_000,118,67,Boat,1024,1142,339,406
201806301439_000,99,66,Boat,843,942,329,395
201806301439_006,38,76,Sailboat,800,838,212,288
201806301439_017,100,70,Miscboat,964,1064,249,319
201806301439_017,36,27,Motorboat,791,827,260,287
201806301439_032,23,11,Motorboat,59,82,255,266
201806301439_032,47,15,Motorboat,466,513,241,256
201806301439_032,37,21,Motorboat,579,616,247,268
201806301439_038,13,6,Motorboat,463,476,250,256
201806301439_047,12,11,Motorboat,778,790,260,271
201806301439_050,24,18,Miscboat,139,163,243,261
201806301439_051,26,15,Miscboat,44,70,250,265
201806301439_000,112,74,Motorboat,22,134,261,335
201806301439_009,100,39,Motorboat,1011,1111,298,337
201806301439_009,22,25,Motorboat,879,901,268,293
201806301439_010,37,32,Motorboat,274,311,263,295
201806301439_009,17,19,Motorboat,860,877,268,287
201806301439_031,27,14,Motorboat,73,100,250,264
201806301439_055,59,70,Motorboat,247,306,225,295
201806301439_001,182,76,Miscboat,1098,1280,290,366
201806301439_000,94,62,Miscboat,1186,1280,282,344
201806301439_048,28,19,Miscboat,302,330,243,262
201806301439_020,27,38,Militaryship,1192,1219,275,313
201806301439_028,370,403,Militaryship,910,1280,1,404
201806301439_007,166,122,Miscboat,1056,1222,250,372
201806301439_037,3,8,Seamark,295,298,249,257
201806301439_039,4,13,Seamark,61,65,248,261
201806301439_039,5,14,Seamark,164,169,250,264
201806301439_040,5,6,Seamark,273,278,252,258
201806301439_052,3,18,Seamark,912,915,275,293
201806301439_055,6,38,Seamark,632,638,278,316
201806301509_002,15,19,Boat,232,247,267,286
201806301509_003,27,26,Boat,49,76,280,306
201806301509_005,14,28,Seamark,548,562,248,276
201806301509_006,8,27,Seamark,259,267,256,283
201806301509_005,17,38,Seamark,1207,1224,256,294
201806301509_006,13,48,Seamark,1144,1157,254,302
201806301509_007,23,66,Seamark,923,946,251,317
201806301509_008,64,160,Seamark,1122,1186,236,396
201806301509_008,22,18,Miscboat,383,405,257,275
201806301509_009,21,14,Miscboat,340,361,260,274
201806301509_010,50,20,Miscboat,71,121,275,295
201806301509_008,4,11,Seamark,570,574,250,261
201806301509_009,9,12,Seamark,590,599,246,258
201806301509_010,9,12,Seamark,654,663,246,258
201806301509_011,7,16,Seamark,634,641,248,264
201806301509_012,12,31,Seamark,662,674,239,270
201806301509_013,11,28,Seamark,594,605,241,269
201806301509_014,10,25,Seamark,684,694,242,267
201806301509_015,4,22,Seamark,660,664,250,272
201806301509_016,8,24,Seamark,746,754,251,275
201806301509_017,21,53,Seamark,694,715,243,296
201806301509_018,37,112,Seamark,876,913,245,357
201806301509_008,6,14,Seamark,348,354,255,269
201806301509_009,9,10,Seamark,349,358,252,262
201806301509_010,8,16,Seamark,366,374,252,268
201806301509_011,12,25,Seamark,284,296,251,276
201806301509_012,10,24,Seamark,224,234,255,279
201806301509_013,7,28,Seamark,23,30,261,289
201806301509_005,6,15,Seamark,1073,1079,255,270
201806301509_006,7,16,Seamark,926,933,252,268
201806301509_007,8,18,Seamark,701,709,250,268
201806301509_008,12,19,Seamark,648,660,249,268
201806301509_009,13,21,Seamark,678,691,249,270
201806301509_010,4,15,Seamark,753,757,250,265
201806301509_011,13,27,Seamark,755,768,246,273
201806301509_012,17,26,Seamark,823,840,246,272
201806301509_013,9,27,Seamark,806,815,254,281
201806301509_014,29,62,Seamark,977,1006,240,302
201806301509_008,6,11,Seamark,366,372,254,265
201806301509_009,11,20,Seamark,379,390,244,264
201806301509_010,8,13,Seamark,414,422,250,263
201806301509_011,6,16,Seamark,371,377,251,267
201806301509_012,6,17,Seamark,366,372,251,268
201806301509_013,6,18,Seamark,259,265,251,269
201806301509_014,9,19,Seamark,300,309,249,268
201806301509_001,29,66,Sailboat,967,996,208,274
201806301509_002,21,74,Sailboat,921,942,194,268
201806301509_003,28,19,Sailboat,1006,1034,255,274
201806301509_004,19,67,Sailboat,1035,1054,207,274
201806301509_005,25,86,Sailboat,1139,1164,196,282
201806301509_006,15,71,Sailboat,996,1011,205,276
201806301509_007,22,68,Sailboat,611,633,204,272
201806301509_008,27,83,Sailboat,549,576,192,275
201806301509_009,30,70,Sailboat,573,603,195,265
201806301509_010,19,72,Sailboat,644,663,199,271
201806301509_011,20,77,Sailboat,599,619,196,273
201806301509_012,24,74,Sailboat,586,610,196,270
201806301509_013,13,69,Sailboat,484,497,200,269
201806301509_014,24,83,Sailboat,544,568,192,275
201806301509_015,15,60,Sailboat,509,524,205,265
201806301509_016,14,59,Sailboat,608,622,206,265
201806301509_017,25,82,Sailboat,549,574,186,268
201806301509_018,24,85,Sailboat,633,657,181,266
201806301509_019,12,66,Sailboat,520,532,199,265
201806301509_020,18,79,Sailboat,448,466,199,278
201806301509_021,19,86,Sailboat,483,502,192,278
201806301509_022,15,60,Sailboat,486,501,206,266
201806301509_023,17,56,Sailboat,440,457,212,268
201806301509_024,17,57,Sailboat,347,364,213,270
201806301509_025,14,45,Sailboat,147,161,221,266
201806301509_008,4,10,Seamark,584,588,249,259
201806301509_009,4,11,Seamark,610,614,251,262
201806301509_010,4,12,Seamark,666,670,248,260
201806301509_011,7,14,Seamark,652,659,247,261
201806301509_012,8,15,Seamark,685,693,247,262
201806301509_013,8,15,Seamark,615,623,247,262
201806301509_014,10,20,Seamark,706,716,243,263
201806301509_015,5,18,Seamark,688,693,247,265
201806301509_016,6,20,Seamark,773,779,249,269
201806301509_017,12,25,Seamark,710,722,243,268
201806301509_018,9,26,Seamark,799,808,247,273
201806301509_019,12,31,Seamark,731,743,248,279
201806301509_020,24,67,Seamark,701,725,242,309
201806301509_021,42,143,Seamark,854,896,239,382
201806301509_020,10,23,Seamark,674,684,254,277
201806301509_021,3,23,Seamark,718,721,260,283
201806301509_022,14,35,Seamark,752,766,264,299
201806301509_023,28,83,Seamark,796,824,275,358
201806301509_020,8,11,Motorboat,606,614,249,260
201806301509_021,13,15,Motorboat,597,610,244,259
201806301509_022,10,10,Motorboat,522,532,249,259
201806301509_023,19,27,Motorboat,361,380,239,266
201806301509_024,28,19,Motorboat,51,79,260,279
201806301509_034,8,9,Motorboat,428,436,259,268
201806301509_035,23,24,Motorboat,331,354,257,281
201806301509_036,33,20,Motorboat,32,65,277,297
201806301509_033,33,14,Motorboat,260,293,265,279
201806301509_034,11,10,Motorboat,472,483,259,269
201806301509_035,24,19,Motorboat,559,583,253,272
201806301509_046,40,96,Sailboat,84,124,182,278
201806301509_047,76,127,Sailboat,678,754,147,274
201806301509_048,90,138,Sailboat,522,612,135,273
201806301509_050,20,38,Seamark,631,651,244,282
201806301509_051,8,25,Seamark,201,209,259,284
201806301509_049,92,136,Sailboat,1180,1272,147,283
201806301509_050,91,153,Sailboat,985,1076,135,288
201806301509_052,7,19,Seamark,421,428,254,273
201806301509_053,21,42,Seamark,381,402,246,288
201806301509_054,9,35,Seamark,9,18,265,300
201806301509_052,9,31,Seamark,939,948,248,279
201806301509_053,26,60,Seamark,1076,1102,239,299
201806301509_054,18,67,Seamark,1007,1025,253,320
201806301509_051,72,119,Sailboat,1126,1198,154,273
201806301509_052,23,99,Sailboat,881,904,167,266
201806301509_053,10,21,Seamark,830,840,244,265
201806301509_054,5,16,Seamark,561,566,254,270
201806301509_055,7,19,Seamark,522,529,251,270
201806301509_056,12,28,Seamark,342,354,252,280
201806301509_057,5,24,Seamark,187,192,264,288
201806301509_058,8,27,Seamark,117,125,269,296
201806301509_056,8,15,Seamark,978,986,252,267
201806301509_057,9,16,Seamark,886,895,250,266
201806301509_058,10,18,Seamark,929,939,249,267
201806301509_059,9,20,Seamark,907,916,250,270
201806301509_055,4,17,Seamark,962,966,252,269
201806301509_056,14,29,Seamark,873,887,249,278
201806301509_057,6,24,Seamark,800,806,254,278
201806301509_058,10,31,Seamark,857,867,251,282
201806301509_059,20,51,Seamark,869,889,250,301
201806301509_054,26,58,Sailboat,840,866,210,268
201806301509_055,30,62,Sailboat,868,898,202,264
